PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.AuditLog.CN01.AR02;When the signature validation process is performed, then it MUST detect any missing (deleted) log file.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN01 Implement Digital Signatures With Hash Chaining;;Digital signatures allows for external verification of log data tampering and hash chaining allows for deleted log files to be detected.;['tlp-red'];Ensure verification process includes a chained hash function.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06', 'CCC.Core.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.DS-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-9']}];FAIL;Single region trail cloudguardian-trail has log file validation disabled.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_log_file_validation_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN09.AR01;When the service is operational, its logs and any child resource logs MUST NOT be accessible from the resource they record access to.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07', 'CCC.Core.TH09', 'CCC.Core.TH04']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];FAIL;Single region Trail cloudguardian-trail S3 bucket access logging is not enabled for bucket cloudguardian-data-c8f4e2a3.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_logs_s3_bucket_access_logging_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.AuditLog.CN04.AR01;When audit log buckets are created then verify that server access logging MUST be enabled for the audit log bucket, with logs delivered to a separate, secure logging bucket.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN04 Ensure Access Logging Is Enabled on the Audit Log Bucket;;Ensure that access logging is enabled for the audit log storage bucket to capture all requests made to the bucket, providing an audit trail of data access.;['tlp-red', 'tlp-amber'];Configure the audit log bucket to enable server access logging. Ensure the target logging bucket is configured for appropriate security, including restricted access and immutability.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01', 'CCC.Core.TH09']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3']}];FAIL;Single region Trail cloudguardian-trail S3 bucket access logging is not enabled for bucket cloudguardian-data-c8f4e2a3.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_logs_s3_bucket_access_logging_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN09.AR01;When the service is operational, its logs and any child resource logs MUST NOT be accessible from the resource they record access to.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07', 'CCC.Core.TH09', 'CCC.Core.TH04']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];PASS;S3 Bucket cloudguardian-data-c8f4e2a3 from single region trail cloudguardian-trail is not publicly accessible.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_logs_s3_bucket_is_not_publicly_accessible;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.AuditLog.CN09.AR01;When restricted fields are accessed by unauthorized users, then those fields MUST remain masked.;Confidentiality;Controls designed to protected the confidentiality of Audit Log data.;CCC.AuditLog.CN09 Restrict Field And Log Type Access;;Configure access to audit logs to follow the principle of least privilege in particular where technically possible limit the log fields users have access to to prevent accidental exposure to sensitive information such as PII.;['tlp-red', 'tlp-amber'];Review field level access controls on audit data.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-6', 'AU-9', 'AC-3', 'PT-2', 'PT-3', 'PT-3']}];PASS;S3 Bucket cloudguardian-data-c8f4e2a3 from single region trail cloudguardian-trail is not publicly accessible.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_logs_s3_bucket_is_not_publicly_accessible;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.AuditLog.CN10.AR01;When audit log storage bucket's are created then, bucket's access control settings MUST explicitly deny public read and write access.;Confidentiality;Controls designed to protected the confidentiality of Audit Log data.;CCC.AuditLog.CN10 Ensure Audit Bucket is Not Publicly Accessible;;Ensure that audit log storage buckets are not publicly accessible to prevent unauthorized exposure of sensitive log data.;['tlp-red', 'tlp-amber', 'tlp-green'];Configure bucket policies and access control lists (ACLs) to restrict public access. Regularly review bucket permissions to ensure no public access has been inadvertently granted.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'SC-7']}];PASS;S3 Bucket cloudguardian-data-c8f4e2a3 from single region trail cloudguardian-trail is not publicly accessible.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_logs_s3_bucket_is_not_publicly_accessible;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.AuditLog.CN10.AR02;When the URL of a audit log storage bucket's object is accessed publicly then, it should be denied by bucket policy.;Confidentiality;Controls designed to protected the confidentiality of Audit Log data.;CCC.AuditLog.CN10 Ensure Audit Bucket is Not Publicly Accessible;;Ensure that audit log storage buckets are not publicly accessible to prevent unauthorized exposure of sensitive log data.;['tlp-red', 'tlp-amber', 'tlp-green'];Configure bucket policies and access control lists (ACLs) to restrict public access. Regularly review bucket permissions to ensure no public access has been inadvertently granted.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'SC-7']}];PASS;S3 Bucket cloudguardian-data-c8f4e2a3 from single region trail cloudguardian-trail is not publicly accessible.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_logs_s3_bucket_is_not_publicly_accessible;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Logging.CN04.AR01;When restricted fields are accessed by unauthorized users, then those fields MUST remain masked.;Identity and Access Management;Controls that restrict who can access and modify logs.;CCC.Logging.CN04 Restrict Field And Log Type Access;;Configure access to logs to follow the principle of least privilege in particular where technically possible limit the log fields users have access to to prevent accidental exposure to sensitive information such as PII.;['tlp-red', 'tlp-amber'];Review field level access controls on log data.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Logging.TH04']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.PS-04']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-6', 'AU-9', 'AC-3', 'PT-2', 'PT-3', 'PT-3']}];PASS;S3 Bucket cloudguardian-data-c8f4e2a3 from single region trail cloudguardian-trail is not publicly accessible.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_logs_s3_bucket_is_not_publicly_accessible;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Logging.CN05.AR01;When a log storage bucket is created, the bucket's access control settings MUST explicitly deny public read and write access.;Identity and Access Management;Controls that restrict who can access and modify logs.;CCC.Logging.CN05 Ensure Log Bucket is Not Publicly Accessible;;Ensure that log storage buckets are not publicly accessible to prevent unauthorized access to sensitive log data. In addition, logs should be replicated to another cloud region to enhance availability, durability, and support disaster recovery requirements.;['tlp-red', 'tlp-amber', 'tlp-green'];Configure bucket policies and access control lists (ACLs) to restrict public access. Regularly review bucket permissions to ensure no public access has been inadvertently granted.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'SC-7']}];PASS;S3 Bucket cloudguardian-data-c8f4e2a3 from single region trail cloudguardian-trail is not publicly accessible.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_logs_s3_bucket_is_not_publicly_accessible;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Logging.CN05.AR02;When the URL of a log storage bucket's object is accessed publicly, the action MUST be denied by bucket policy.;Identity and Access Management;Controls that restrict who can access and modify logs.;CCC.Logging.CN05 Ensure Log Bucket is Not Publicly Accessible;;Ensure that log storage buckets are not publicly accessible to prevent unauthorized access to sensitive log data. In addition, logs should be replicated to another cloud region to enhance availability, durability, and support disaster recovery requirements.;['tlp-red', 'tlp-amber', 'tlp-green'];Configure bucket policies and access control lists (ACLs) to restrict public access. Regularly review bucket permissions to ensure no public access has been inadvertently granted.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'SC-7']}];PASS;S3 Bucket cloudguardian-data-c8f4e2a3 from single region trail cloudguardian-trail is not publicly accessible.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_logs_s3_bucket_is_not_publicly_accessible;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN09.AR02;When the service is operational, disabling the logs for the service or its child resources MUST NOT be possible without also disabling the corresponding resource.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN09 Ensure Integrity of Access Logs;;Ensure that access logs are always recorded to an external location that cannot be manipulated from the context of the service(s) it contains logs for.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];No normal business operations should disable logs, as this could indicate an attempt to cover up unauthorized access. Ensure that logging mechanisms are tightly integrated with service operations, so that logging cannot be disabled without stopping the service itself.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH07', 'CCC.Core.TH09', 'CCC.Core.TH04']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-02', 'LOG-04', 'LOG-09']}];PASS;Trail cloudguardian-trail is not multiregion and it is logging.;arn:aws:cloudtrail:ap-south-1:735291151388:trail/cloudguardian-trail;cloudguardian-trail;cloudtrail_multi_region_enabled;False
